model,product_name,author,text,rating,date_added
576252,2020 US Made of Hearts Forever First-Class Postage Stamps Wedding,Lover of life briana,Good stuff,5,2022-09-13
576252,2020 US Made of Hearts Forever First-Class Postage Stamps Wedding,Mary Wilson,It a first class stamp and reasonable price. Good deal,5,2022-09-13
480821,2017 U.S. Postal Issue Sharks Forever Stamps,Elisabeth Jones,They were just what I was looking for. I will be reordering again and again!,5,2022-09-13
480821,2017 U.S. Postal Issue Sharks Forever Stamps,Rita E.,A great way to buy stamps during the pandemic.,5,2022-09-13
480821,2017 U.S. Postal Issue Sharks Forever Stamps,Patricia Banks,Such convenience! Our post offices are located where we have to pay to park. Now it’s possible to get the stamps I want delivered to my door. Fantastic!,5,2022-09-13
480821,2017 U.S. Postal Issue Sharks Forever Stamps,judy,"This product was so needed and made convenient for me to order, and ship to my elderly Mom out-of-state. She loved them.",5,2022-09-13
480821,2017 U.S. Postal Issue Sharks Forever Stamps,mary pollock K. Bender,"Convivence and style and that they are ""Forever Stamps"".",5,2022-09-13
683124,2021 U.S. Garden Beauty Forever Postage Stamps,V. S. Kilgore,Stamps on sale!!! What a deal! Just ordered more!,5,2022-09-13
683124,2021 U.S. Garden Beauty Forever Postage Stamps,SHAWN,They are as pretty as their pictures show.,5,2022-09-13
683124,2021 U.S. Garden Beauty Forever Postage Stamps,Diane Arnold worm,Great value for the money,5,2022-09-13
683124,2021 U.S. Garden Beauty Forever Postage Stamps,Charlie Couture Deanna R. Miller,Good product.....forever stamps!,5,2022-09-13
683124,2021 U.S. Garden Beauty Forever Postage Stamps,Linda Fitzgerald,"Love putting these beautiful stamps on Birthday Cards, Thank You Cards and Anniversary Cards.",5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Rkalday Diane Dooley,these stamps are very pretty. They came very well packaged with no damage. Glad I purchased them as it was a lot easier than going to the post office.,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,sharon widel,I love that my stamps came in the mail. I use them to mail letters.,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Julie W Perry,"So glad to be able to buy from home, the post office gives me anxiety! These were beautiful for wedding thank you cards. Will buy again!",5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Alexandra,What a convenient way to purchase forever stamps!,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Ellen C.,Fast delivery and pretty design,5,2022-09-13
460203,2020 US Earth Day Forever Stamps,Top Contributor: Woodworking,I found it easy to do....not going to a P..O. /or supermarket that sell stamps.,5,2022-09-13
460203,2020 US Earth Day Forever Stamps,Clayton,Christmas cards,5,2022-09-13
460203,2020 US Earth Day Forever Stamps,Adam the Great,Best value,5,2022-09-13
460203,2020 US Earth Day Forever Stamps,911,"Very nice, thanks!",5,2022-09-13
460203,2020 US Earth Day Forever Stamps,bear B,Work,5,2022-09-13
572304,2020 U.S. Contemporary Boutonniere Forever Stamps,Andrea,Good stuff,5,2022-09-13
572304,2020 U.S. Contemporary Boutonniere Forever Stamps,ksein,It a first class stamp and reasonable price. Good deal,5,2022-09-13
572304,2020 U.S. Contemporary Boutonniere Forever Stamps,Elisabeth F. Lanzl,Just what I wanted.,5,2022-09-13
572304,2020 U.S. Contemporary Boutonniere Forever Stamps,Deartra Poulson,Did as advertised and was well packaged.,5,2022-09-13
572304,2020 U.S. Contemporary Boutonniere Forever Stamps,colleen,It a first class stamp and reasonable price. Good deal,5,2022-09-13
201712,2017 US Snowy Day Forever Postage Stamps,Holli Ann,Stamps on sale!!! What a deal! Just ordered more!,5,2022-09-13
201712,2017 US Snowy Day Forever Postage Stamps,Roy,They are as pretty as their pictures show.,5,2022-09-13
201712,2017 US Snowy Day Forever Postage Stamps,steve damesworth Jocelyn medley,"Love putting these beautiful stamps on Birthday Cards, Thank You Cards and Anniversary Cards.",5,2022-09-13
201712,2017 US Snowy Day Forever Postage Stamps,Alyssa,"Adhension good. Not sure about the value of money, but delivery is really quickly. I think it is a good way to buy stamps.",5,2022-09-13
201712,2017 US Snowy Day Forever Postage Stamps,Emily,Easy and convenient instead of going to the post office!,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Jose,"This is a really nice stamp edition, Almost to nice to use so i use them for family and friends only",5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,BMH,Priced very well. Delivered promptly. No surprises very dependable. Would buy from them again.,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Gaston S. Courtney Leopard,My first time buy stamps online. I place two of them just in case and its super cute.,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Deartra Poulson,Not much to say… they’re stamps! Cute design and efficient shipping.,5,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,Punkin570,Each set of stamps was in a separate sealed large mailing envelope and then placed in a larger padded envelope.,5,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,Haley Lewis,"This is a really nice stamp edition, Almost to nice to use so i use them for family and friends only",5,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,Deb Goodwin,The product was in great shape and I needed them.,5,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,Deartra Poulson,These stamps are gorgeous. Thank you!,5,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,J. Bohannon,"Great communication you even let me know that it was going to be delayed for a day and now one day later, here they are! I am very impressed. If you are also asking about the pop-up greeting cards they are absolutely splendid. Life is good with you guys! Thank you",5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Deb Goodwin,I used these for my wedding invitations and loved them! They’re very cute and I got so many compliments!,5,2022-09-13
565166,U.S. 2019 Cactus Forever Stamps,Mary Wilson,Useful product,5,2022-09-13
565166,U.S. 2019 Cactus Forever Stamps,Eileen,Good value and good adhesion on stamp!,5,2022-09-13
565166,U.S. 2019 Cactus Forever Stamps,Big Small,Functional,5,2022-09-13
565166,U.S. 2019 Cactus Forever Stamps,B. E. Nutt,Cute stamps,5,2022-09-13
565166,U.S. 2019 Cactus Forever Stamps,Johnny Franck,I'm happy I was able too order this.,5,2022-09-13
480104,2021 U.S. Lunar New Year: Year of the Ox Forever Stamps,Darryl Norton,Pretty and colorful stamps.,5,2022-09-13
480104,2021 U.S. Lunar New Year: Year of the Ox Forever Stamps,Mary,"Cute design""",5,2022-09-13
480104,2021 U.S. Lunar New Year: Year of the Ox Forever Stamps,Theodore Moore,"Love it, no need to go to the post office.",5,2022-09-13
480104,2021 U.S. Lunar New Year: Year of the Ox Forever Stamps,Tara Palmersheim-Malony,I appreciate being able to buy stamps like these from website!,5,2022-09-13
480104,2021 U.S. Lunar New Year: Year of the Ox Forever Stamps,JULIE,We are happy with the quick delivery and love the design of this stamp.,5,2022-09-13
683205,2019 US Heart Blossom Forever First-Class Postage Stamps Wedding,steve damesworth Jocelyn medley,"Love putting these beautiful stamps on Birthday Cards, Thank You Cards and Anniversary Cards.",5,2022-09-13
683205,2019 US Heart Blossom Forever First-Class Postage Stamps Wedding,Alyssa,"Adhension good. Not sure about the value of money, but delivery is really quickly. I think it is a good way to buy stamps.",5,2022-09-13
683205,2019 US Heart Blossom Forever First-Class Postage Stamps Wedding,Emily,Easy and convenient instead of going to the post office!,5,2022-09-13
683205,2019 US Heart Blossom Forever First-Class Postage Stamps Wedding,redlin51,Beautiful stamps. Happy with them,5,2022-09-13
683205,2019 US Heart Blossom Forever First-Class Postage Stamps Wedding,LexRex21,I do a lot of letter writing at this time. Price of postage is good.,5,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,Mary C. Christine crosby,as advertised,5,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,Kevin,Great,5,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,Leah,Perfect! Just wat ordered....,5,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,John Lema,i liked the ease of ordering and a chance to use red white and blue usa stamps,5,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,Mary Ellen Nash,Great real stamps,5,2022-09-13
682524,U.S. 2021 Wild Orchids Framed Forever Stamps,hoogee g wong,Spring and summertime stamps dress up your envelopes. Easy to apply. What more is there to say about forever stamps. Be sure to divide current price of stamps so you don’t over pay too much. A little is okay for convenience but a lot is not Then look for another design,5,2022-09-13
682524,U.S. 2021 Wild Orchids Framed Forever Stamps,Maria,"Adheres to envelope, therefore allowing that letter to travel via USPS without being returned to sender if it was not on the envelope…",5,2022-09-13
682524,U.S. 2021 Wild Orchids Framed Forever Stamps,josefina tabullo Long Energy LLC - Products,"The seller is always on time; the stamps are lovely and different! A very nice ""go to"" seller! :)",5,2022-09-13
682524,U.S. 2021 Wild Orchids Framed Forever Stamps,Susan Starr,Excellence and will reorder again,5,2022-09-13
682524,U.S. 2021 Wild Orchids Framed Forever Stamps,Rochelle Nameroff,"Adheres to envelope, therefore allowing that letter to travel via USPS without being returned to sender if it was not on the envelope…",5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,Janice Stoerck,As described and ready to use.,5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,Shirley Thomas,Arrived on time and they are lovely stamps,5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,Mary C. Christine crosby,Waht a Great looking stamp !!,5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,Kevin,I like the pictures,5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,Leah,Iam too crippled to drive-don't have car nor license- so it is easy to get my stamps as i pay all bills by mail.,5,2022-09-13
481404,2021 US Day of the Dead Forever Stamps,K.D.,I used these for my wedding invitations and loved them! They’re very cute and I got so many compliments!,5,2022-09-13
481404,2021 US Day of the Dead Forever Stamps,colleen,Easy and convenient instead of going to the post office!,5,2022-09-13
481404,2021 US Day of the Dead Forever Stamps,IronLion,Beautiful stamps. Happy with them,5,2022-09-13
481404,2021 US Day of the Dead Forever Stamps,Holly W.,I do a lot of letter writing at this time. Price of postage is good.,5,2022-09-13
481404,2021 US Day of the Dead Forever Stamps,christina,Beautiful for a gift !!,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Annette Lacey,Great way to buy stamps,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Sally Daniel D.,Love the stamps! Quick delivery and careful packaging. Thank you!,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,WOODY,"Adorable stamps, arrived in great condition!",5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,MBR,Very attractive and colorful,5,2022-09-13
201605,2016 US Christmas Candle Forever Stamps Booklet,Alexandra B Giannini,Love them. Had fun putting them on envelopes.,5,2022-09-13
201601,2017 US Forever Stamps Christmas Carols Booklet,Katie R.,The item arrived very quickly and was in great condition Two thumbs up!,5,2022-09-13
201601,2017 US Forever Stamps Christmas Carols Booklet,DOREEN H,"I want to keep this letter simple and to the point. When used as directed w/ basic letters like to your friend across the state, to send out payments, etc, it works. Just a word of advice, when you are about to send the letter, take it to the post office and ask how many stamps your letter needs. You may need two. It sounds like I don't know much about stamps, which is accurate because I am in my earlier 20s who had to Google, ""How to send a Letter"" in order to actually send one.",5,2022-09-13
201601,2017 US Forever Stamps Christmas Carols Booklet,KBURKE,"I usually purchase certain style stamps for occasions, however, these caught my eye as I was only browsing for a new set of stamps. I guess I didn't pay attention to the size of the stamps because when they arrived I was shocked and excited to see they're much larger than normal forever stamps, I didn't realize that was a thing. I appreciate these so much they'll probably become my go-to stamps for most occasions.",5,2022-09-13
201601,2017 US Forever Stamps Christmas Carols Booklet,Honest Review,Beautiful stamps. Seller packaged them so they arrived in mint condition. They were much nicer and arrived sooner than I expected.,5,2022-09-13
201601,2017 US Forever Stamps Christmas Carols Booklet,ETBuyer,So excited about these beautiful stamps,5,2022-09-13
683124,2021 U.S. Garden Beauty Forever Postage Stamps,Esther,"Adhension good. Not sure about the value of money, but delivery is really quickly. I think it is a good way to buy stamps.",5,2022-09-13
683124,2021 U.S. Garden Beauty Forever Postage Stamps,APACHECAT,Easy and convenient instead of going to the post office!,5,2022-09-13
683124,2021 U.S. Garden Beauty Forever Postage Stamps,Cindy Busfield me,Beautiful stamps. Happy with them,5,2022-09-13
683124,2021 U.S. Garden Beauty Forever Postage Stamps,Renee,I do a lot of letter writing at this time. Price of postage is good.,5,2022-09-13
683124,2021 U.S. Garden Beauty Forever Postage Stamps,Alberta Graham,I do a lot of letter writing at this time. Price of postage is good.,5,2022-09-13
480821,2017 U.S. Postal Issue Sharks Forever Stamps,D. Caine,"They're prettier stamps. Even if the receiver doesn't appreciate them, I do.",5,2022-09-13
